Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,7.622499942779541,7.660714149475098,7.585000038146973,7.643214225769043,6.424604892730713,493729600,0.0,0.0
2010-01-05 00:00:00-05:00,7.664286136627197,7.699643135070801,7.6160712242126465,7.656428813934326,6.435711860656738,601904800,0.0,0.0
2010-01-06 00:00:00-05:00,7.656428813934326,7.68678617477417,7.526785850524902,7.534643173217773,6.333343029022217,552160000,0.0,0.0
2010-01-07 00:00:00-05:00,7.5625,7.5714287757873535,7.466071128845215,7.520713806152344,6.321635723114014,477131200,0.0,0.0
2010-01-08 00:00:00-05:00,7.510714054107666,7.5714287757873535,7.466429233551025,7.570713996887207,6.363663673400879,447610800,0.0,0.0
2010-01-11 00:00:00-05:00,7.599999904632568,7.607142925262451,7.444643020629883,7.503929138183594,6.307527542114258,462229600,0.0,0.0
2010-01-12 00:00:00-05:00,7.471070766448975,7.491786003112793,7.372142791748047,7.4185709953308105,6.235777378082275,594459600,0.0,0.0
2010-01-13 00:00:00-05:00,7.423929214477539,7.533214092254639,7.289286136627197,7.523213863372803,6.323737144470215,605892000,0.0,0.0
2010-01-14 00:00:00-05:00,7.503929138183594,7.5164289474487305,7.465000152587891,7.479642868041992,6.287111759185791,432894000,0.0,0.0
2010-01-15 00:00:00-05:00,7.533214092254639,7.557143211364746,7.352499961853027,7.354642868041992,6.182041168212891,594067600,0.0,0.0
2010-01-19 00:00:00-05:00,7.440357208251953,7.685357093811035,7.401429176330566,7.679999828338623,6.455526828765869,730007600,0.0,0.0
2010-01-20 00:00:00-05:00,7.675356864929199,7.698214054107666,7.482142925262451,7.56178617477417,6.3561577796936035,612152800,0.0,0.0
2010-01-21 00:00:00-05:00,7.574285984039307,7.618214130401611,7.400356769561768,7.431070804595947,6.246285915374756,608154400,0.0,0.0
2010-01-22 00:00:00-05:00,7.385000228881836,7.410714149475098,7.041429042816162,7.0625,5.936478137969971,881767600,0.0,0.0
2010-01-25 00:00:00-05:00,7.232500076293945,7.310713768005371,7.1496429443359375,7.252500057220459,6.096183776855469,1065699600,0.0,0.0
2010-01-26 00:00:00-05:00,7.3553571701049805,7.632500171661377,7.235000133514404,7.355000019073486,6.182343482971191,1867110000,0.0,0.0
2010-01-27 00:00:00-05:00,7.387499809265137,7.520713806152344,7.126070976257324,7.424285888671875,6.240581035614014,1722568400,0.0,0.0
2010-01-28 00:00:00-05:00,7.318929195404053,7.339285850524902,7.096428871154785,7.117499828338623,5.982707500457764,1173502400,0.0,0.0
2010-01-29 00:00:00-05:00,7.181428909301758,7.221428871154785,6.794642925262451,6.859285831451416,5.765664577484131,1245952400,0.0,0.0
2010-02-01 00:00:00-05:00,6.870357036590576,7.0,6.8321428298950195,6.9546427726745605,5.8458170890808105,749876400,0.0,0.0
2010-02-02 00:00:00-05:00,6.996786117553711,7.0114288330078125,6.906428813934326,6.994999885559082,5.879740238189697,698342400,0.0,0.0
2010-02-03 00:00:00-05:00,6.9703569412231445,7.150000095367432,6.943571090698242,7.115356922149658,5.980908393859863,615328000,0.0,0.0
2010-02-04 00:00:00-05:00,7.026071071624756,7.0846428871154785,6.841785907745361,6.85892915725708,5.765363693237305,757652000,0.0,0.0
2010-02-05 00:00:00-05:00,6.879642963409424,7.0,6.816071033477783,6.980713844299316,5.867730617523193,850306800,0.0,0.0
2010-02-08 00:00:00-05:00,6.98892879486084,7.067142963409424,6.9285712242126465,6.932857036590576,5.8275065422058105,478270800,0.0,0.0
2010-02-09 00:00:00-05:00,7.014999866485596,7.0535712242126465,6.955357074737549,7.006785869598389,5.889647960662842,632886800,0.0,0.0
2010-02-10 00:00:00-05:00,6.996070861816406,7.021429061889648,6.937857151031494,6.968571186065674,5.857524871826172,370361600,0.0,0.0
2010-02-11 00:00:00-05:00,6.960000038146973,7.1339287757873535,6.930714130401611,7.0953569412231445,5.964095592498779,550345600,0.0,0.0
2010-02-12 00:00:00-05:00,7.075356960296631,7.2014288902282715,6.982142925262451,7.156428813934326,6.015432357788086,655468800,0.0,0.0
2010-02-16 00:00:00-05:00,7.2121429443359375,7.2746429443359375,7.197143077850342,7.264286041259766,6.1060919761657715,543737600,0.0,0.0
2010-02-17 00:00:00-05:00,7.292500019073486,7.296785831451416,7.1735711097717285,7.23392915725708,6.080574035644531,436396800,0.0,0.0
2010-02-18 00:00:00-05:00,7.201070785522461,7.28178596496582,7.175714015960693,7.247499942779541,6.091982841491699,422825200,0.0,0.0
2010-02-19 00:00:00-05:00,7.209286212921143,7.257143020629883,7.182499885559082,7.202499866485596,6.054156303405762,415469600,0.0,0.0
2010-02-22 00:00:00-05:00,7.226428985595703,7.232142925262451,7.11392879486084,7.1578569412231445,6.016631126403809,390563600,0.0,0.0
2010-02-23 00:00:00-05:00,7.142857074737549,7.190357208251953,6.989643096923828,7.0378570556640625,5.915763854980469,575094800,0.0,0.0
2010-02-24 00:00:00-05:00,7.0796427726745605,7.194285869598389,7.065713882446289,7.166429042816162,6.023837089538574,460566400,0.0,0.0
2010-02-25 00:00:00-05:00,7.049285888671875,7.244999885559082,7.03178596496582,7.214285850524902,6.064063549041748,665126000,0.0,0.0
2010-02-26 00:00:00-05:00,7.2278571128845215,7.327499866485596,7.214285850524902,7.307857036590576,6.142716884613037,507460800,0.0,0.0
2010-03-01 00:00:00-05:00,7.348214149475098,7.482142925262451,7.337500095367432,7.463929176330566,6.2739057540893555,550093600,0.0,0.0
2010-03-02 00:00:00-05:00,7.497499942779541,7.5296430587768555,7.419285774230957,7.458929061889648,6.269701957702637,566546400,0.0,0.0
2010-03-03 00:00:00-05:00,7.4621429443359375,7.495357036590576,7.42642879486084,7.476070880889893,6.284111499786377,372052800,0.0,0.0
2010-03-04 00:00:00-05:00,7.474286079406738,7.5328569412231445,7.451070785522461,7.525356769561768,6.32553768157959,366041200,0.0,0.0
2010-03-05 00:00:00-05:00,7.67642879486084,7.846428871154785,7.6653571128845215,7.819643020629883,6.572903156280518,899620400,0.0,0.0
2010-03-08 00:00:00-05:00,7.857500076293945,7.86035680770874,7.794642925262451,7.824285984039307,6.576808452606201,429889600,0.0,0.0
2010-03-09 00:00:00-05:00,7.796785831451416,8.035714149475098,7.78178596496582,7.965000152587891,6.6950860023498535,920259200,0.0,0.0
2010-03-10 00:00:00-05:00,7.993928909301758,8.052857398986816,7.971428871154785,8.029999732971191,6.749723434448242,596218000,0.0,0.0
2010-03-11 00:00:00-05:00,7.996786117553711,8.053570747375488,7.975714206695557,8.053570747375488,6.769535541534424,405700400,0.0,0.0
2010-03-12 00:00:00-05:00,8.120356559753418,8.133213996887207,8.0625,8.092857360839844,6.802558422088623,416323600,0.0,0.0
2010-03-15 00:00:00-04:00,8.049285888671875,8.053570747375488,7.8660712242126465,7.994286060333252,6.719703674316406,493502800,0.0,0.0
2010-03-16 00:00:00-04:00,8.006428718566895,8.03499984741211,7.946785926818848,8.016071319580078,6.7380146980285645,446908000,0.0,0.0
2010-03-17 00:00:00-04:00,8.032142639160156,8.087499618530273,7.973928928375244,8.00428581237793,6.7281107902526855,450956800,0.0,0.0
2010-03-18 00:00:00-04:00,8.003570556640625,8.035714149475098,7.950356960296631,8.023214340209961,6.744018077850342,342109600,0.0,0.0
2010-03-19 00:00:00-04:00,8.028214454650879,8.044285774230957,7.901071071624756,7.9375,6.671972274780273,559445600,0.0,0.0
2010-03-22 00:00:00-04:00,7.873929023742676,8.071429252624512,7.862500190734863,8.026785850524902,6.747021675109863,456419600,0.0,0.0
2010-03-23 00:00:00-04:00,8.058570861816406,8.170714378356934,8.003570556640625,8.15571403503418,6.855393409729004,602431200,0.0,0.0
2010-03-24 00:00:00-04:00,8.130000114440918,8.221428871154785,8.125356674194336,8.19178581237793,6.885715484619141,597780400,0.0,0.0
2010-03-25 00:00:00-04:00,8.247142791748047,8.248929023742676,8.08035659790039,8.094642639160156,6.804061412811279,542284400,0.0,0.0
2010-03-26 00:00:00-04:00,8.176786422729492,8.283928871154785,8.162500381469727,8.246429443359375,6.931645393371582,640875200,0.0,0.0
2010-03-29 00:00:00-04:00,8.321429252624512,8.352499961853027,8.272143363952637,8.299642562866211,6.976376056671143,540744400,0.0,0.0
2010-03-30 00:00:00-04:00,8.449999809265137,8.481429100036621,8.366070747375488,8.423213958740234,7.0802435874938965,527310000,0.0,0.0
2010-03-31 00:00:00-04:00,8.410357475280762,8.450357437133789,8.373571395874023,8.39285659790039,7.054727077484131,430659600,0.0,0.0
2010-04-01 00:00:00-04:00,8.478928565979004,8.526070594787598,8.3125,8.427499771118164,7.083844184875488,603145200,0.0,0.0
2010-04-05 00:00:00-04:00,8.392143249511719,8.518214225769043,8.384642601013184,8.517499923706055,7.159498691558838,684507600,0.0,0.0
2010-04-06 00:00:00-04:00,8.507143020629883,8.579999923706055,8.464285850524902,8.555000305175781,7.191019058227539,447017200,0.0,0.0
2010-04-07 00:00:00-04:00,8.555356979370117,8.640000343322754,8.523571014404297,8.592857360839844,7.222842216491699,628502000,0.0,0.0
2010-04-08 00:00:00-04:00,8.587142944335938,8.626428604125977,8.501428604125977,8.569643020629883,7.2033281326293945,572989200,0.0,0.0
2010-04-09 00:00:00-04:00,8.6225004196167,8.63892936706543,8.587857246398926,8.635356903076172,7.258563995361328,334182800,0.0,0.0
2010-04-12 00:00:00-04:00,8.649999618530273,8.681071281433105,8.63607120513916,8.653214454650879,7.273573875427246,333026400,0.0,0.0
2010-04-13 00:00:00-04:00,8.637857437133789,8.671428680419922,8.61107063293457,8.65821361541748,7.27777624130249,306210800,0.0,0.0
2010-04-14 00:00:00-04:00,8.760000228881836,8.778928756713867,8.71678638458252,8.774642944335938,7.375641345977783,404076400,0.0,0.0
2010-04-15 00:00:00-04:00,8.777856826782227,8.893928527832031,8.768214225769043,8.890000343322754,7.472606658935547,376784800,0.0,0.0
2010-04-16 00:00:00-04:00,8.8774995803833,8.96928596496582,8.733928680419922,8.835714340209961,7.426976203918457,750545600,0.0,0.0
2010-04-19 00:00:00-04:00,8.822500228881836,8.853214263916016,8.634642601013184,8.823928833007812,7.417069911956787,566924400,0.0,0.0
2010-04-20 00:00:00-04:00,8.876428604125977,8.901785850524902,8.677143096923828,8.735357284545898,7.342619895935059,738326400,0.0,0.0
2010-04-21 00:00:00-04:00,9.242856979370117,9.29464340209961,9.133213996887207,9.257857322692871,7.781816005706787,982391200,0.0,0.0
2010-04-22 00:00:00-04:00,9.222857475280762,9.526785850524902,9.149999618530273,9.516785621643066,7.999459743499756,793424800,0.0,0.0
2010-04-23 00:00:00-04:00,9.571070671081543,9.72071361541748,9.535714149475098,9.672499656677246,8.130350112915039,796955600,0.0,0.0
2010-04-26 00:00:00-04:00,9.710000038146973,9.730713844299316,9.578213691711426,9.625,8.090424537658691,479068800,0.0,0.0
2010-04-27 00:00:00-04:00,9.545356750488281,9.565713882446289,9.304286003112793,9.35857105255127,7.8664727210998535,709343600,0.0,0.0
2010-04-28 00:00:00-04:00,9.401785850524902,9.428570747375488,9.157500267028809,9.342857360839844,7.853263854980469,758402400,0.0,0.0
2010-04-29 00:00:00-04:00,9.393570899963379,9.64285659790039,9.357500076293945,9.59428596496582,8.064602851867676,558840800,0.0,0.0
2010-04-30 00:00:00-04:00,9.618213653564453,9.663213729858398,9.321429252624512,9.3246431350708,7.83795166015625,542463600,0.0,0.0
2010-05-03 00:00:00-04:00,9.422857284545898,9.567143440246582,9.388570785522461,9.512499809265137,7.995856761932373,454342000,0.0,0.0
2010-05-04 00:00:00-04:00,9.38892936706543,9.403214454650879,9.16964340209961,9.238571166992188,7.765604019165039,723819600,0.0,0.0
2010-05-05 00:00:00-04:00,9.036786079406738,9.21928596496582,8.883213996887207,9.142499923706055,7.684850215911865,883103200,0.0,0.0
2010-05-06 00:00:00-04:00,9.065357208251953,9.223214149475098,7.1160712242126465,8.79464340209961,7.392455101013184,1285860800,0.0,0.0
2010-05-07 00:00:00-04:00,8.70392894744873,8.806071281433105,8.043213844299316,8.42357063293457,7.080545425415039,1676018400,0.0,0.0
2010-05-10 00:00:00-04:00,8.9375,9.094642639160156,8.876070976257324,9.071070671081543,7.6248087882995605,984306400,0.0,0.0
2010-05-11 00:00:00-04:00,8.994285583496094,9.28178596496582,8.946429252624512,9.161429405212402,7.700761318206787,848906800,0.0,0.0
2010-05-12 00:00:00-04:00,9.258570671081543,9.397500038146973,9.239286422729492,9.360357284545898,7.867970943450928,654379600,0.0,0.0
2010-05-13 00:00:00-04:00,9.400713920593262,9.464285850524902,9.157142639160156,9.227143287658691,7.7559967041015625,599712400,0.0,0.0
2010-05-14 00:00:00-04:00,9.1128568649292,9.15999984741211,8.910714149475098,9.0649995803833,7.619709014892578,759362800,0.0,0.0
2010-05-17 00:00:00-04:00,9.096428871154785,9.149286270141602,8.846785545349121,9.079285621643066,7.631715774536133,762834800,0.0,0.0
2010-05-18 00:00:00-04:00,9.177857398986816,9.233928680419922,8.937856674194336,9.012857437133789,7.5758771896362305,782678400,0.0,0.0
2010-05-19 00:00:00-04:00,8.910714149475098,9.032856941223145,8.744643211364746,8.869285583496094,7.455195426940918,1025726800,0.0,0.0
2010-05-20 00:00:00-04:00,8.638570785522461,8.708929061889648,8.436071395874023,8.491429328918457,7.1375837326049805,1282915200,0.0,0.0
2010-05-21 00:00:00-04:00,8.3149995803833,8.73214340209961,8.262499809265137,8.65428638458252,7.274476528167725,1223891200,0.0,0.0
2010-05-24 00:00:00-04:00,8.831428527832031,8.960714340209961,8.795000076293945,8.812856674194336,7.4077630043029785,754238800,0.0,0.0
2010-05-25 00:00:00-04:00,8.548213958740234,8.812856674194336,8.470000267028809,8.757857322692871,7.3615312576293945,1048006400,0.0,0.0
2010-05-26 00:00:00-04:00,8.931428909301758,9.004643440246582,8.70535659790039,8.71821403503418,7.328207969665527,850654000,0.0,0.0
2010-05-27 00:00:00-04:00,8.949999809265137,9.067500114440918,8.896785736083984,9.048213958740234,7.605597019195557,666282400,0.0,0.0
2010-05-28 00:00:00-04:00,9.26392936706543,9.264286041259766,9.048213958740234,9.174285888671875,7.71156644821167,815614800,0.0,0.0
2010-06-01 00:00:00-04:00,9.274642944335938,9.497857093811035,9.248571395874023,9.315357208251953,7.830146789550781,876472800,0.0,0.0
2010-06-02 00:00:00-04:00,9.447856903076172,9.45714282989502,9.297499656677246,9.426786422729492,7.92380952835083,688548000,0.0,0.0
2010-06-03 00:00:00-04:00,9.47071361541748,9.483928680419922,9.3003568649292,9.397143363952637,7.898894309997559,650106800,0.0,0.0
