Date,Close
2010-01-31 00:00:00-05:00,6.859285831451416
2010-02-28 00:00:00-05:00,7.307857036590576
2010-03-31 00:00:00-04:00,8.39285659790039
2010-04-30 00:00:00-04:00,9.3246431350708
2010-05-31 00:00:00-04:00,9.174285888671875
2010-06-30 00:00:00-04:00,8.983214378356934
2010-07-31 00:00:00-04:00,9.1875
2010-08-31 00:00:00-04:00,8.682143211364746
2010-09-30 00:00:00-04:00,10.133929252624512
2010-10-31 00:00:00-04:00,10.749285697937012
2010-11-30 00:00:00-05:00,11.112500190734863
2010-12-31 00:00:00-05:00,11.520000457763672
2011-01-31 00:00:00-05:00,12.118571281433105
2011-02-28 00:00:00-05:00,12.614643096923828
2011-03-31 00:00:00-04:00,12.446785926818848
2011-04-30 00:00:00-04:00,12.504643440246582
2011-05-31 00:00:00-04:00,12.422499656677246
2011-06-30 00:00:00-04:00,11.988213539123535
2011-07-31 00:00:00-04:00,13.945713996887207
2011-08-31 00:00:00-04:00,13.743928909301758
2011-09-30 00:00:00-04:00,13.618571281433105
2011-10-31 00:00:00-04:00,14.456428527832031
2011-11-30 00:00:00-05:00,13.649999618530273
2011-12-31 00:00:00-05:00,14.464285850524902
2012-01-31 00:00:00-05:00,16.3028564453125
2012-02-29 00:00:00-05:00,19.37285614013672
2012-03-31 00:00:00-04:00,21.412500381469727
2012-04-30 00:00:00-04:00,20.856428146362305
2012-05-31 00:00:00-04:00,20.633214950561523
2012-06-30 00:00:00-04:00,20.85714340209961
2012-07-31 00:00:00-04:00,21.812856674194336
2012-08-31 00:00:00-04:00,23.75857162475586
2012-09-30 00:00:00-04:00,23.825000762939453
2012-10-31 00:00:00-04:00,21.261428833007812
2012-11-30 00:00:00-05:00,20.902856826782227
2012-12-31 00:00:00-05:00,19.006071090698242
2013-01-31 00:00:00-05:00,16.267499923706055
2013-02-28 00:00:00-05:00,15.764286041259766
2013-03-31 00:00:00-04:00,15.809286117553711
2013-04-30 00:00:00-04:00,15.813570976257324
2013-05-31 00:00:00-04:00,16.061786651611328
2013-06-30 00:00:00-04:00,14.161786079406738
2013-07-31 00:00:00-04:00,16.161785125732422
2013-08-31 00:00:00-04:00,17.400714874267578
